videoId	frameIndex	origLoc_l	origLoc_t	origLoc_r	origLoc_b	paddedLoc_l	paddedLoc_t	paddedLoc_r	paddedLoc_b	type	origin	width	height	xyRatio	shiftAvgX	shiftAvgY	shiftStdX	shiftStdY	shiftNcc	errAvg	numProbingRoIs	priority	id	packedLocationX	packedLocationY	packedAbsMixedFrameIndex	maxEdgeLength	targetScale
0	1002	770	0	872	46	760	0	882	56	2	3	122	56	2.21739	0	0	0	0	100	100	0	1.2e+09	44	94	0	0	122	1
0	1002	861.181	469.743	901.019	556.984	851.181	459.743	911.019	566.984	1	2	59.8383	107.24	0.456651	0.24105	1.40621	0.126333	0.814984	0.930796	9.82121	0	1.04142	0	270.868	228.541	0	107.24	1
0	1002	792.483	324.487	823.129	403.585	782.483	314.487	833.129	413.585	1	2	50.6459	99.0981	0.387442	-0.000320435	-0.650181	0.0957662	0.422984	0.983139	8.40924	0	0.4499	1	321.514	672.254	0	99.0981	1
0	1002	900.901	181.394	917.971	231.74	890.901	171.394	927.971	241.74	1	2	37.0695	70.3465	0.339039	-0.025116	0.0536194	0.0486779	0.0804187	-0.279238	2.55976	0	0.000784639	6	465.282	503.516	0	70.3465	1
0	1002	786.015	175.222	806.698	228.689	776.015	165.222	816.698	238.689	1	2	40.6829	73.4669	0.386835	0.021225	0.222149	0.0581826	0.0954634	0.881213	6.68101	0	4.22514	2	673.748	100	0	73.4669	1
0	1002	802.098	211.473	822.78	270.36	792.098	201.473	832.78	280.36	1	2	40.6819	78.8869	0.351215	-0.0123698	0.0220744	0.0939071	0.120758	-0.14348	5.66646	0	4.22514	3	673.748	100	0	78.8869	1
0	1002	1752.14	131.501	1775.56	171.141	1742.14	121.501	1785.56	181.141	1	2	43.4177	59.6395	0.590767	0.893677	0.295441	0.0883789	0.0288849	0.993067	9.01882	0	0.00277824	5	413.938	528.474	0	59.6395	1
0	1002	1050.1	113.072	1064.17	153.7	1040.1	103.072	1074.17	163.7	1	2	34.0688	60.6278	0.346286	0.505859	0.111842	0.156771	0.109614	0.862166	4.61921	0	0.0269834	4	221.842	633.161	0	60.6278	0.75
0	1002	259.223	192.719	290.568	258.172	249.223	182.719	300.568	268.172	1	2	51.3447	85.4526	0.478891	-0.294064	0.215059	0.123206	0.229374	0.763028	4.02009	0	0.0378664	7	110	643.643	0	85.4526	1
0	1002	1077.68	115.283	1093.64	155.778	1067.68	105.283	1103.64	165.778	1	2	35.9631	60.4952	0.394198	-0.161926	-0.143719	0.027771	0.0993614	0.831607	5.28187	0	0.00274343	8	376.868	691.53	0	60.4952	1
0	1002	826.632	275.233	853.892	340.748	816.632	265.233	863.892	350.748	1	2	47.2605	85.515	0.416096	0.185933	0.267298	0.201524	0.0934807	0.663186	9.86926	0	3.97	11	730.513	100	0	85.515	1
0	1002	503.229	50.2561	519.959	89.0899	493.229	40.2561	529.959	99.0899	1	2	36.73	58.8338	0.43081	0.0579407	-0.107767	0.0110495	0.0610666	0.955814	3.5035	0	0.00529588	13	376.868	513.368	0	58.8338	1
0	1002	795.687	190.262	818.284	265.753	785.687	180.262	828.284	275.753	1	2	42.5969	95.4906	0.299334	0.0147298	0.056193	0.0869659	0.126161	-0.0163059	6.20169	0	4.22514	10	673.748	100	0	95.4906	1
0	1002	810.792	81.9552	830.148	117.89	800.792	71.9552	840.148	127.89	1	2	39.3555	55.9352	0.538623	-0.0538127	0.218824	0.0539416	0.0374917	0.885172	4.70991	0	1.2e+09	15	0	552.58	0	55.9352	1
0	1002	840.332	294.123	860.74	354.677	830.332	284.123	870.74	364.677	1	2	40.4078	80.5541	0.337018	-0.028329	0.347512	0.158714	0.136828	0.733037	11.0845	0	3.97	9	730.513	100	0	80.5541	1
0	1002	1513.52	83.4333	1528.45	114.831	1503.52	73.4333	1538.45	124.831	1	2	34.9314	51.3973	0.475563	-0.0043335	0.187439	0.0339966	0.198975	-0.452674	6.21632	0	0.077673	14	70	381.678	0	51.3973	0.75
0	1002	895.805	77.4373	910.298	108.646	885.805	67.4373	920.298	118.646	1	2	34.4929	51.209	0.464383	0.578003	-0.166397	0.152954	0.172729	0.900756	6.2866	0	1.2e+09	22	0	424	0	51.209	0.75
0	1002	352.872	147.078	373.703	187.054	342.872	137.078	383.703	197.054	1	2	40.8308	59.9757	0.521086	-0.232788	0.100151	0.0765363	0.1419	0.651338	5.92009	0	0.1234	24	110	495.629	0	59.9757	1
0	1002	1599.38	99.848	1616.29	136.733	1589.38	89.848	1626.29	146.733	1	2	36.9144	56.8846	0.458577	0.273804	-0.0137329	0	0	0	8.83167	0	1.2e+09	19	0	667.362	0	56.8846	1
0	1002	1560.45	90.7629	1574.83	121.069	1550.45	80.7629	1584.83	131.069	1	2	34.3878	50.3056	0.474758	0.494751	0.0858994	0	0	0	7.00125	0	1.2e+09	16	0	667.362	0	50.3056	1
0	1002	926.977	98.1877	938.727	124.58	916.977	88.1877	948.727	134.58	1	2	31.7499	46.3919	0.445208	-0.907959	-0.0576477	0.0479736	0.115143	0.966811	5.88535	0	1.2e+09	17	0	424	0	46.3919	1
0	1002	778.665	94.6326	797.925	142.783	768.665	84.6326	807.925	152.783	1	2	39.2601	68.1502	0.400001	0.00801086	-0.0658207	0.0286887	0.0579181	0.385116	3.93219	0	1.2e+09	21	0	552.58	0	68.1502	1
0	1002	825.809	270.456	849.715	299.662	815.809	260.456	859.715	309.662	1	2	43.9062	49.2063	0.818531	0.382996	0.201141	0.118469	0.0466003	0.898831	9.71972	0	3.97	20	730.513	100	0	49.2063	1
0	1002	986.108	169.083	1000.65	210.762	976.108	159.083	1010.65	220.762	1	2	34.5369	61.6784	0.348786	-0.60553	0.110947	0.097229	0.0906372	0.939829	5.83903	0	0.1234	35	70	320	0	61.6784	1
0	1002	1045.27	18.5271	1056.22	43.8663	1035.27	8.52714	1066.22	53.8663	1	2	30.9515	45.3391	0.432199	-0.559814	-0.166523	0	0	0	4.75847	0	0.0604526	23	224.706	744.988	0	45.3391	1
0	1002	344.504	144.493	362.413	181.472	334.504	134.493	372.413	191.472	1	2	37.9088	56.9797	0.484289	-0.0434189	0.310577	0.0211672	0.0449421	0.988971	5.3541	0	0.1234	37	110	495.629	0	56.9797	1
0	1002	788.181	0.748844	800.123	26.3672	778.181	0	810.123	36.3672	1	2	31.9426	36.3672	0.466172	-0.18042	0.0250144	0	0	0	2.30639	0	1.2e+09	28	94	0	0	36.3672	1
0	1002	566.509	46.1851	580.097	64.8261	556.509	36.1851	590.097	74.8261	1	2	33.5878	38.641	0.728922	0.00250244	0.0155945	0	0	0	0.283333	0	0.1234	38	224.706	687.544	0	38.641	1
0	1002	565.365	45.6389	583.052	83.0837	555.365	35.6389	593.052	93.0837	1	2	37.6871	57.4448	0.472352	-0.00698853	0.00858498	0.00326538	0.00626945	0.917029	0.269167	0	0.1234	26	224.706	687.544	0	57.4448	1
0	1002	929.557	44.722	942.515	67.2505	919.557	34.722	952.515	77.2505	1	2	32.9584	42.5285	0.575199	0.171387	-0.370789	0	0	0	3.55875	0	1.2e+09	36	0	424	0	42.5285	1
0	1003	122	244	172	328	112	234	182	338	2	3	70	104	0.595238	0	0	0	0	100	100	0	1.2e+09	45	0	320	0	104	1
0	1003	859.978	550.831	933.978	630.831	849.978	540.831	943.978	640.831	1	3	94	100	0.925	-0.0221516	0.831187	0.406847	0.842316	0.453888	5.64919	0	2.31214	39	489	0	0	100	1
0	1003	572.861	193.698	662.861	289.698	562.861	183.698	672.861	299.698	1	3	110	116	0.9375	-1.13881	3.69791	0.254728	0.366734	0.994981	13.8211	0	178.78	40	216	0	0	116	0.75
0	1003	1532.15	64.0609	1620.15	132.061	1522.15	54.0609	1630.15	142.061	1	3	108	88	1.29412	0.151871	0.0609124	0.262179	0.130368	0.21443	5.66313	0	4.91988	41	565.748	100	0	108	1
0	1003	746.017	48.069	832.017	136.069	736.017	38.069	842.017	146.069	1	3	106	108	0.977273	0.0168304	0.0689665	0.0671607	0.135995	0.0927522	4.66467	0	0.946256	42	270.868	335.781	0	108	1
0	1003	874.218	15.9941	942.218	119.994	864.218	5.99405	952.218	129.994	1	3	88	124	0.653846	0.218082	-0.0059474	0.480178	0.160594	0.0918094	5.16524	0	25.2543	43	110	100	0	124	0.5
0	1003	770.007	0	872.007	45.9893	760.007	0	882.007	55.9893	1	3	122	55.9893	2.21791	0.00687543	-0.0106878	0.264813	0.133209	0.0494082	5.22364	0	1.8378	44	705	0	0	122	1
0	1003	861.217	470.488	901.056	557.728	851.217	460.488	911.056	567.728	1	2	59.8383	107.24	0.45665	0.0368652	0.74461	0.0818142	0.50319	0.970736	8.74513	0	1.45707	0	164.868	687.544	0	107.24	1
0	1003	792.515	323.331	823.161	402.429	782.515	313.331	833.161	412.429	1	2	50.6459	99.0981	0.387442	0.032586	-1.15573	0.0711945	0.229205	0.995481	8.31732	0	0.517472	1	270.868	672.254	0	99.0981	1
0	1003	900.786	181.345	917.855	231.692	890.786	171.345	927.855	241.692	1	2	37.0695	70.3465	0.339039	-0.115869	-0.0486145	0.0577021	0.0681432	0.787129	3.8455	0	0.00617594	6	376.868	443.021	0	70.3465	1
0	1003	785.797	175.369	806.48	228.836	775.797	165.369	816.48	238.836	1	2	40.6829	73.4669	0.386835	-0.217438	0.146782	0.0108337	0.203728	0.303447	6.36778	0	1.72609	2	164.868	572.533	0	73.4669	1
0	1003	802.089	211.493	822.771	270.379	792.089	201.493	832.771	280.379	1	2	40.6819	78.8868	0.351215	-0.00886536	0.0196304	0.0854245	0.228139	-0.313064	6.64774	0	1.72609	3	164.868	572.533	0	78.8868	1
0	1003	1752.69	131.494	1776.1	171.133	1742.69	121.494	1786.1	181.133	1	2	43.4177	59.6395	0.590767	0.545563	-0.00773621	0.139459	0.0757046	0.978993	6.81924	0	0.134894	5	785.444	100	0	59.6395	1
0	1003	1050.26	113.335	1064.33	153.963	1040.26	103.335	1074.33	163.963	1	2	34.0688	60.6278	0.346286	0.160767	0.262978	0.0670166	0.0390244	0.968971	4.56535	0	0.0370368	4	221.842	572.533	0	60.6278	1
0	1003	258.931	192.898	290.275	258.35	248.931	182.898	300.275	268.35	1	2	51.3447	85.4526	0.478891	-0.292569	0.178524	0.132909	0.135671	0.954524	3.90227	0	0.00107041	7	413.938	709.857	0	85.4526	1
0	1003	1077.47	115.175	1093.43	155.67	1067.47	105.175	1103.43	165.67	1	2	35.9631	60.4952	0.394198	-0.20575	-0.107864	0.0123901	0.0574036	0.88704	4.50375	0	0.000933385	8	465.282	443.021	0	60.4952	1
0	1003	826.687	275.637	853.947	341.152	816.687	265.637	863.947	351.152	1	2	47.2605	85.515	0.416096	0.0549088	0.403645	0.0711587	0.327442	0.512753	9.89191	0	5.26178	11	510.957	100	0	85.515	1
0	1003	503.232	50.1411	519.962	88.9749	493.232	40.1411	529.962	98.9749	1	2	36.73	58.8338	0.43081	0.00360107	-0.114995	0.0552156	0.0870868	0.531423	3.69986	0	0.000722336	13	465.282	573.863	0	58.8338	1
0	1003	795.597	190.245	818.194	265.736	785.597	180.245	828.194	275.736	1	2	42.5969	95.4906	0.299334	-0.0902201	-0.0169754	0.0788528	0.176918	0.0293645	7.29074	0	1.72609	10	164.868	572.533	0	95.4906	1
0	1003	810.764	82.0452	830.12	117.98	800.764	72.0452	840.12	127.98	1	2	39.3555	55.9352	0.538623	-0.0277913	0.0899862	0.017218	0.0462892	0.891128	5.58912	0	0.946256	15	270.868	335.781	0	55.9352	1
0	1003	840.237	294.818	860.645	355.372	830.237	284.818	870.645	365.372	1	2	40.4078	80.5541	0.337018	-0.0945333	0.695104	0.172608	0.225777	0.948952	11.3198	0	5.26178	9	510.957	100	0	80.5541	1
0	1003	1513.54	83.5542	1528.47	114.952	1503.54	73.5542	1538.47	124.952	1	2	34.9314	51.3973	0.475563	0.0149536	0.120934	0.0184937	0.08255	0.742379	5.47444	0	0.0012306	14	413.938	658.46	0	51.3973	1
0	1003	896.941	77.479	911.434	108.688	886.941	67.479	921.434	118.688	1	2	34.4929	51.209	0.464383	1.13611	0.0416794	0	0	0	8.51417	0	25.2543	22	110	100	0	51.209	1
0	1003	352.227	147.222	373.057	187.198	342.227	137.222	383.057	197.198	1	2	40.8308	59.9757	0.521086	-0.645088	0.144325	0.215534	0.139263	0.901542	8.38986	0	9.95412	24	0	760.095	0	59.9757	1
0	1003	1599.91	99.846	1616.83	136.731	1589.91	89.846	1626.83	146.731	1	2	36.9146	56.8846	0.458581	0.53656	-0.00207901	0.0567017	0.0571709	0.977221	10.7179	0	4.91988	19	565.748	100	0	56.8846	1
0	1003	1560.79	90.6834	1575.17	120.989	1550.79	80.6834	1585.17	130.989	1	2	34.3878	50.3056	0.474758	0.339355	-0.0795517	0	0	0	7.17181	0	4.91988	16	565.748	100	0	50.3056	1
0	1003	926.337	98.143	938.087	124.535	916.337	88.143	948.087	134.535	1	2	31.7499	46.3919	0.445208	-0.640015	-0.0447235	0	0	0	5.41833	0	25.2543	17	110	100	0	46.3919	1
0	1003	778.658	94.5955	797.918	142.746	768.658	84.5955	807.918	152.746	1	2	39.2601	68.1502	0.400001	-0.00668945	-0.0371613	0.0323529	0.0413546	0.103427	3.58681	0	0.946256	21	270.868	335.781	0	68.1502	1
0	1003	825.855	270.634	849.761	299.84	815.855	260.634	859.761	309.84	1	2	43.9062	49.2063	0.818531	0.0460052	0.177788	0.0743574	0.187981	0.15362	9.6226	0	5.26178	20	510.957	100	0	49.2063	1
0	1003	985.226	169.159	999.763	210.837	975.226	159.159	1009.76	220.837	1	2	34.5369	61.6784	0.348786	-0.881755	0.0754242	0.119771	0.128385	0.969239	6.12509	0	0.0287835	35	110	729.095	0	61.6784	1
0	1003	1044.83	18.371	1055.79	43.7101	1034.83	8.37099	1065.79	53.7101	1	2	30.9517	45.3391	0.432204	-0.436462	-0.156148	0.0263062	0.0304041	0.996329	3.71069	0	0.00157791	23	670.706	387.178	0	45.3391	1
0	1003	343.807	144.588	361.715	181.568	333.807	134.588	371.715	191.568	1	2	37.9088	56.9797	0.484289	-0.697286	0.0957845	0.122401	0.0988242	0.962412	5.92977	0	9.95412	37	0	760.095	0	56.9797	1
0	1003	788.232	0.770569	800.174	26.3889	778.232	0	810.174	36.3889	1	2	31.9426	36.3889	0.466175	0.051178	0.0217242	0.000946045	0.0139766	0.891421	1.79021	0	1.8378	28	705	0	0	36.3889	1
0	1003	566.514	46.1896	580.102	64.8306	556.514	36.1896	590.102	74.8306	1	2	33.5878	38.641	0.728922	0.00531006	0.00447083	0	0	0	0.645139	0	0.00230924	38	779.288	335.781	0	38.641	1
0	1003	565.364	45.6413	583.051	83.086	555.364	35.6413	593.051	93.086	1	2	37.6871	57.4448	0.472352	-0.000427246	0.00236702	0.000305176	0.00377464	-0.877751	0.460625	0	0.00230924	26	779.288	335.781	0	57.4448	1
0	1003	930.012	44.9262	942.971	67.4547	920.012	34.9262	952.971	77.4547	1	2	32.9584	42.5285	0.575199	0.455139	0.204208	0	0	0	3.805	0	25.2543	36	110	100	0	42.5285	1
0	1004	958	142	1018	226	948	132	1028	236	2	3	80	104	0.714286	0	0	0	0	100	100	0	1.2e+09	46	0	216	0	104	1
0	1004	122.102	243.691	172.102	327.691	112.102	233.691	182.102	337.691	1	3	70	104	0.595238	0.10239	-0.309183	0.308819	0.268925	0.21918	3.67049	0	0.16353	45	436.706	335.781	0	104	1
0	1004	859.879	551.628	933.879	631.628	849.879	541.628	943.879	641.628	1	3	94	100	0.925	-0.0991344	0.796652	0.456454	0.864743	0.379461	5.44289	0	0.0229389	39	576.706	335.781	0	100	1
0	1004	571.747	197.591	661.747	293.591	561.747	187.591	671.747	303.591	1	3	110	116	0.9375	-1.1139	3.89284	1.00296	0.405951	0.939053	10.8332	0	0.361463	40	654.706	228.541	0	116	0.75
0	1004	1532.34	64.1802	1620.34	132.18	1522.34	54.1802	1630.34	142.18	1	3	108	88	1.29412	0.192389	0.119251	0.166976	0.123657	0.792489	5.03586	0	3.37429	41	381	0	0	108	1
0	1004	745.959	48.039	831.959	136.039	735.959	38.039	841.959	146.039	1	3	106	108	0.977273	-0.057573	-0.0300069	0.101404	0.109941	0.0715936	4.02083	0	2.70575	42	164.868	228.541	0	108	1
0	1004	874.362	15.9546	942.362	119.955	864.362	5.95463	952.362	129.955	1	3	88	124	0.653846	0.143567	-0.039426	0.375111	0.0962117	0.234804	4.1281	0	14.185	43	253.483	100	0	124	0.5
0	1004	769.889	0	871.889	45.9553	759.889	0	881.889	55.9553	1	3	122	55.9553	2.21955	-0.118117	-0.0340252	0.208615	0.0640126	0.123412	4.9044	0	0.755472	44	532.706	228.541	0	122	1
0	1004	861.497	471.567	901.335	558.807	851.497	461.567	911.335	568.807	1	2	59.8383	107.24	0.45665	0.279694	1.07921	0.280731	0.770517	0.925588	10.3813	0	0.616701	0	270.868	565.014	0	107.24	1
0	1004	792.532	322.507	823.178	401.605	782.532	312.507	833.178	411.605	1	2	50.6459	99.0981	0.387442	0.0165294	-0.823753	0.090377	0.191409	0.987742	8.6718	0	0.232211	1	110	396.531	0	99.0981	1
0	1004	900.712	181.353	917.781	231.699	890.712	171.353	927.781	241.699	1	2	37.0695	70.3465	0.339039	-0.0739543	0.00764974	0.105519	0.0571624	-0.217003	3.98148	0	0.00168431	6	413.938	588.113	0	70.3465	1
0	1004	785.72	175.376	806.402	228.843	775.72	165.376	816.402	238.843	1	2	40.6829	73.4669	0.386835	-0.0776571	0.00688171	0.0528513	0.0126131	0.484551	6.55866	0	2.57016	2	164.868	343.127	0	73.4669	1
0	1004	802.089	211.282	822.77	270.169	792.089	201.282	832.77	280.169	1	2	40.6819	78.8868	0.351215	-0.00045166	-0.210297	0.162165	0.192684	0.102773	7.41825	0	2.57016	3	164.868	343.127	0	78.8868	1
0	1004	1753.48	131.819	1776.9	171.458	1743.48	121.819	1786.9	181.458	1	2	43.4177	59.6395	0.590767	0.79538	0.324986	0.158782	0.151723	0.973618	9.92826	0	0.159542	5	787.852	228.541	0	59.6395	1
0	1004	1050.32	113.139	1064.39	153.767	1040.32	103.139	1074.39	163.767	1	2	34.0688	60.6278	0.346286	0.0554199	-0.1959	0	0	0	4.48403	0	0.0568134	4	328.029	450.458	0	60.6278	1
0	1004	258.557	193.08	289.902	258.532	248.557	183.08	299.902	268.532	1	2	51.3447	85.4526	0.478891	-0.373522	0.181778	0.230263	0.0913498	0.857424	4.06625	0	0.00547584	7	413.938	443.021	0	85.4526	1
0	1004	1077.39	115.097	1093.36	155.592	1067.39	105.097	1103.36	165.592	1	2	35.9631	60.4952	0.394198	-0.0758667	-0.0775909	0.0228882	0.027771	0.803487	3.43139	0	0.00394521	8	376.868	631.035	0	60.4952	1
0	1004	826.724	275.87	853.984	341.385	816.724	265.87	863.984	351.385	1	2	47.2605	85.515	0.416096	0.0370144	0.233256	0.0799866	0.304574	0.0437636	9.19048	0	2.99622	11	110	228.541	0	85.515	1
0	1004	503.225	50.1576	519.955	88.9913	493.225	40.1576	529.955	98.9913	1	2	36.7299	58.8338	0.430809	-0.00760498	0.0164368	0.0353062	0.0462353	-0.0667997	4.05208	0	0.00458067	13	376.868	572.201	0	58.8338	1
